rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,rs_score,vcp_score,volume_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
89,SKYGOLD.NS,2026-07-07,574.6500244140625,528.3374964396158,514.716665479872,501.4619995117188,397.8259989420573,380.62124923706057,542.8943336957834,246.0500030517578,590.0,True,True,True,True,True,True,True,True,False,84.35996211395069,noise,78.82350201137297,False,False,True,False,,Consumer Durables,"Gems, Jewellery And Watches",95.38239538239537,True,True,8899.83,80.75,1405260.0,0.9074,69.2,50.0,56.2,0.0,77.27272727272727,extended,unknown,1.0,52.6,C
90,RPTECH.NS,2026-07-07,752.5499877929688,766.937510172526,636.2583397759331,598.5280035400391,445.0943345133464,415.97200073242186,755.3922009666405,274.03069500955513,812.8499755859375,True,True,True,True,True,True,True,False,False,154.13518647168604,noise,30.080131780968927,False,False,False,False,,IT - Hardware,Computers Hardware & Equipments,98.31649831649831,True,True,4959.28,88.64,1177842.0,1.7873,66.1,50.0,52.7,0.0,86.36363636363636,extended,unknown,1.0,52.5,C
91,KIRLOSENG.NS,2026-07-07,2269.89990234375,2388.358357747396,2025.7389051649307,1930.126005859375,1521.1670882161459,1385.7558706665038,2294.3770377389164,824.533942481007,2720.0,True,True,True,True,True,True,True,False,False,169.48040914313657,green,120.8057657091669,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",98.6050986050986,True,True,32999.79,171.92,757396.0,0.521,66.7,50.0,90.2,0.0,34.090909090909086,extended,unknown,1.0,52.3,C
92,FEDERALBNK.NS,2026-07-07,331.54998779296875,326.86249287923175,310.1000001695421,303.88200012207034,284.67333455403644,269.1503508758545,327.60883445931574,183.99616636888095,334.29998779296875,True,True,True,True,True,True,True,True,False,53.720008413105845,noise,31.490190456769007,False,True,True,False,,Banks,Private Sector Bank,91.53439153439153,True,True,81780.21,385.87,11638415.0,0.4718,60.2,50.0,87.8,0.0,47.72727272727273,extended,unknown,1.0,52.3,C
93,VENUSREM.NS,2026-07-07,1736.0999755859375,1799.9166768391926,1573.8041771782769,1398.8460070800782,1004.0783357747396,875.4085012817383,1761.9655273870535,424.0,2044.300048828125,True,True,True,True,True,True,True,False,False,286.48707221890913,noise,72.42897175733849,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.51899951899952,True,True,2323.37,15.45,89015.0,0.6652,68.9,50.0,69.2,0.0,56.81818181818182,extended,unknown,1.0,52.1,C
94,ACUTAAS.NS,2026-07-07,3391.0,3445.808349609375,3203.2444525824653,3062.470009765625,2355.417333984375,2170.5720013427735,3469.056359017733,1084.9951977339454,3740.0,True,True,True,True,True,True,True,False,False,208.39038598044667,noise,97.75586001354114,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,99.08609908609908,True,True,27762.5,155.88,459688.0,0.5615,67.9,50.0,32.5,50.0,56.81818181818182,actionable,unknown,1.0,52.0,C
95,JAYBARMARU.NS,2026-07-07,187.60000610351562,170.49500147501627,144.27111095852322,129.31239990234374,104.46586649576822,102.10784999847412,173.00293455664237,70.42001244022823,189.1199951171875,True,True,True,True,True,True,True,True,False,144.94593162821934,green,111.81772413143977,False,False,True,False,,Auto Components,Auto Components & Equipments,98.22029822029822,True,True,2030.77,25.78,1374127.0,1.2694,75.8,50.0,52.4,0.0,65.9090909090909,extended,unknown,1.0,51.8,C
96,GRWRHITECH.NS,2026-07-07,6964.5,6817.083333333333,6256.291666666667,5865.021997070313,4383.751334635416,4139.6200024414065,6826.925353408551,2671.6173087131406,7117.0,True,True,True,True,True,True,True,True,False,69.84930726784665,noise,35.75679157337747,False,True,False,False,,Industrial Products,Plastic Products - Industrial,94.22799422799423,True,True,16180.2,77.23,110885.0,0.4773,66.5,50.0,87.8,0.0,34.090909090909086,extended,unknown,1.0,51.8,C
97,BHARATFORG.NS,2026-07-07,2111.60009765625,2130.9163208007812,2001.9089457194011,1976.5247998046875,1735.3834252929687,1624.7806317138673,2117.289994711429,1095.9181470372112,2231.230381760876,True,True,True,True,True,True,True,False,False,62.44246083655731,noise,56.98898070626607,False,False,False,False,,Auto Components,Auto Components & Equipments,93.26599326599326,True,True,100953.2,280.65,1329077.0,0.278,54.3,50.0,58.8,26.4,65.9090909090909,actionable,unknown,1.0,51.7,C
98,SAAKSHI.NS,2026-07-06,304.3500061035156,298.7041651407878,262.4972220526801,256.31499938964845,209.00766621907553,199.92074966430664,297.83250690027717,147.39999389648438,331.0,True,True,True,True,True,True,True,True,False,73.12286736076507,dry,19.03855306996668,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,94.56469456469456,True,True,479.45,0.58,21262.0,0.1204,57.3,50.0,71.6,0.0,70.45454545454545,extended,unknown,1.0,51.7,C
99,SYRMA.NS,2026-07-07,1356.0,1393.5416666666667,1243.5625135633682,1184.5470080566406,921.7763362630209,896.8098760986328,1378.483294361448,588.31104911794,1517.699951171875,True,True,True,True,True,True,True,False,False,123.86257514414174,noise,42.92994379779724,False,False,False,False,,Industrial Manufacturing,Industrial Products,97.35449735449735,True,True,26119.95,205.88,1518253.0,0.7882,63.8,50.0,56.2,0.0,79.54545454545455,extended,unknown,1.0,51.6,C
100,DHANBANK.NS,2026-07-07,36.220001220703125,33.36749982833862,33.2261110941569,32.76900001525879,27.333000005086262,27.058400011062623,33.67590729113631,19.450000762939453,36.849998474121094,True,True,True,True,True,True,True,True,False,19.577418705642646,ppv,540.1775917106921,True,False,True,False,,Banks,Private Sector Bank,78.11447811447812,True,True,1429.6,8.47,2338509.0,0.5925,28.9,50.0,86.2,48.1,47.72727272727273,actionable,unknown,1.0,51.3,C
101,DCBBANK.NS,2026-07-07,184.94000244140625,186.91999944051108,180.92938952975803,181.09717468261718,180.14446278889974,172.78414066314699,186.68776017411648,118.51625759687853,204.18790888548025,True,True,True,True,True,True,True,False,False,30.44043698015837,noise,76.22384339144985,False,False,False,False,,Banks,Private Sector Bank,83.5978835978836,True,True,5956.5,24.04,1300054.0,0.4036,31.7,50.0,43.0,100.0,47.72727272727273,actionable,unknown,1.0,51.2,C
102,RACLGEAR.NS,2026-07-07,1322.5999755859375,1357.4083251953125,1315.6083407931858,1303.6220068359376,1225.6005822753907,1188.560696105957,1351.2835207716284,804.2043907437434,1690.2278315095687,True,True,True,True,True,True,True,False,False,44.161648551779194,noise,51.33991595371698,False,False,False,False,,Auto Components,Auto Components & Equipments,88.93698893698894,True,True,1561.85,3.84,29003.0,0.2456,44.2,50.0,51.2,50.0,65.9090909090909,watch — approaching pivot,unknown,1.0,51.2,C
103,AARVI.NS,2026-07-07,140.3300018310547,143.6408348083496,137.3908339606391,134.11960037231447,129.64146672566733,128.26714988708497,142.66410991167106,96.98999786376953,154.6999969482422,True,True,True,True,True,True,True,False,False,27.261607974113367,red,107.58909797594691,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,82.1067821067821,True,True,207.84,0.42,29621.0,0.2,28.2,50.0,59.3,100.0,31.818181818181817,actionable,unknown,1.0,51.2,C
104,TORNTPHARM.NS,2026-07-07,4856.7001953125,4627.9583740234375,4511.0225016276045,4458.10126953125,4179.2178352864585,4034.4972229003906,4686.91426433456,3258.4377570129286,4878.89990234375,True,True,True,True,True,True,True,True,False,46.9577783029395,green,119.6671629077384,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,89.99518999518999,True,True,164372.8,210.64,433703.0,0.1281,56.7,50.0,44.5,47.3,56.81818181818182,actionable,unknown,1.0,51.2,C
105,SENORES.NS,2026-07-07,1358.800048828125,1316.625,1198.5305514865452,1128.7449975585937,911.5263330078125,871.3942504882813,1328.1872788150804,558.5499877929688,1408.0,True,True,True,True,True,True,True,True,False,137.94765394877322,noise,34.07836567237843,False,True,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,98.02789802789803,True,True,6257.76,60.66,446443.0,0.9694,75.4,50.0,56.2,0.0,56.81818181818182,extended,unknown,1.0,51.1,C
106,HOACFOODS.NS,2026-07-06,696.25,681.2958323160807,617.1972223917643,572.6570007324219,428.86700032552085,388.32825050354006,682.791927630223,190.1999969482422,715.0,True,True,True,True,True,True,True,True,False,199.01223180147807,noise,22.321428571428573,False,False,False,False,,Food Products,Other Food Products,98.98989898989899,True,True,56.3,0.07,4710.0,0.1226,67.6,50.0,76.2,0.0,43.18181818181818,extended,unknown,1.0,51.1,C
107,TITAN.NS,2026-07-07,4604.2001953125,4391.233317057292,4242.305548773871,4253.4300146484375,4174.39201171875,4047.6790087890627,4434.099443401845,3303.10009765625,4655.89990234375,True,True,True,True,True,True,True,True,False,25.53500708425791,ppv,303.9159068894659,True,False,True,False,,Consumer Durables,"Gems, Jewellery And Watches",81.38528138528139,True,True,408413.4,513.38,1115033.0,0.1257,36.6,50.0,88.8,0.0,77.27272727272727,extended,unknown,1.0,51.0,C
108,DATAPATTNS.NS,2026-07-07,4396.89990234375,4584.5000406901045,4340.761135525174,4268.538017578125,3383.296676432292,3241.3690014648437,4539.527489303363,2131.0,4955.89990234375,True,True,True,True,True,True,True,False,False,48.64810523766674,noise,63.08876696023753,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,90.37999037999039,True,True,24615.59,551.49,1254275.0,2.2404,47.6,50.0,56.2,47.2,54.54545454545454,actionable,unknown,1.0,50.9,C
109,GALAPREC.NS,2026-07-07,1210.199951171875,1139.5416768391926,996.7263929578993,945.4660021972657,816.6833345540365,803.4342501831055,1149.053317129071,671.2000122070312,1260.0,True,True,True,True,True,True,True,True,False,40.29677549548081,noise,46.67898001610856,False,False,False,False,,Industrial Manufacturing,Industrial Products,88.02308802308802,True,True,1551.02,9.34,77187.0,0.6023,52.1,50.0,66.8,0.0,79.54545454545455,extended,unknown,1.0,50.8,C
110,VIYASH.NS,2026-07-07,278.8999938964844,278.0874989827474,259.8805537753635,247.65459899902345,219.19799947102865,217.65694931030274,279.8518241137708,166.0,298.0,True,True,True,True,True,True,True,False,False,50.03496412514128,noise,61.29283476782218,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,90.86099086099087,True,True,12172.96,63.75,2285664.0,0.5237,48.7,50.0,55.0,44.1,56.81818181818182,actionable,unknown,1.0,50.8,C
111,RAIN.NS,2026-07-07,200.91000366210938,188.71000289916992,186.6747228834364,174.35540054321288,146.04019999186198,141.29625,191.1965111109935,99.9000015258789,214.1699981689453,True,True,True,True,True,True,True,True,False,34.198901587790175,noise,91.70808765253207,False,False,False,False,,Chemicals & Petrochemicals,Petrochemicals,85.81048581048582,True,True,6757.52,130.36,6488282.0,1.9291,36.9,50.0,87.8,39.7,36.36363636363637,actionable,unknown,1.0,50.7,C
112,SHRIPISTON.NS,2026-07-07,4269.10009765625,4101.125,3658.7611151801216,3611.292001953125,3252.054972330729,3105.609761962891,4138.780612026784,2297.412275557539,4421.5,True,True,True,True,True,True,True,True,False,76.18957607658491,noise,45.027927945339904,False,False,False,False,,Auto Components,Auto Components & Equipments,94.85329485329486,True,True,18805.31,33.4,78238.0,0.1776,68.0,50.0,56.2,0.0,65.9090909090909,extended,unknown,1.0,50.6,C
113,STARHEALTH.NS,2026-07-07,589.75,582.8666585286459,546.9666680230034,538.2760034179687,488.4386680094401,486.6870011901855,580.507914366815,414.54998779296875,605.7999877929688,True,True,True,True,True,True,True,True,False,40.785392359240504,noise,60.595973812434835,False,False,True,False,,Insurance,General Insurance,88.11928811928811,True,True,34701.1,43.1,730793.0,0.1242,52.3,50.0,87.8,0.0,50.0,extended,unknown,1.0,50.6,C
114,PRIZOR.NS,2026-07-06,818.0,872.1958363850912,782.2097235785591,753.517001953125,474.47133310953774,436.91874992370606,851.3627445893225,199.0,939.2000122070312,True,True,True,True,True,True,True,False,False,295.07364788375224,red,142.40506329113924,False,False,False,False,,Industrial Manufacturing,Industrial Products,99.66329966329967,True,True,194.79,0.55,30206.0,0.2825,69.2,50.0,43.3,0.0,79.54545454545455,extended,unknown,1.0,50.4,C
115,WHEELS.NS,2026-07-07,1514.300048828125,1616.0428161621094,1584.3726264105903,1506.4464233398437,1095.3104069010417,1041.559034423828,1578.9089752682912,697.4556123989075,1808.0,True,True,True,True,True,True,True,False,False,92.4085073804584,noise,90.0679164583869,False,False,False,False,,Auto Components,Auto Components & Equipments,96.15199615199616,True,True,3699.89,37.41,247060.0,1.0112,61.0,50.0,25.7,50.0,65.9090909090909,watch — approaching pivot,unknown,1.0,50.3,C
116,NEOGEN.NS,2026-07-07,1955.5,1947.1166890462239,1893.875,1836.5139990234375,1460.1986641438803,1449.4584701538085,1964.0430143547344,966.7000122070312,2090.0,True,True,True,True,True,True,True,False,False,21.536931449401408,noise,35.229389163666355,False,True,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,78.88407888407887,True,True,5354.49,23.37,119497.0,0.4364,20.7,50.0,90.2,59.5,36.36363636363637,actionable,unknown,1.0,50.1,C
117,PRECOT.NS,2026-07-07,781.3499755859375,741.2166595458984,741.2861107720269,704.05,534.9653346761067,511.603751373291,746.6202078996203,300.04998779296875,861.25,True,True,True,True,True,True,True,True,False,45.05327929732492,noise,56.06878150014823,False,False,False,False,,Textiles & Apparels,Other Textile Products,89.36988936988936,True,True,937.62,0.63,8062.0,0.0672,45.2,50.0,71.2,50.0,29.545454545454547,watch — approaching pivot,unknown,1.0,50.0,C
118,SANDHAR.NS,2026-07-07,678.7000122070312,695.3625030517578,684.6166670057509,635.8969995117187,557.0086673990885,545.4144999694824,695.302458831664,402.13661244010495,763.2000122070312,True,True,True,True,True,True,True,False,False,28.92265072946816,noise,36.36457415636389,False,False,False,False,,Auto Components,Auto Components & Equipments,83.06878306878306,True,True,4094.96,39.61,583558.0,0.9672,30.5,50.0,60.8,50.0,65.9090909090909,watch — approaching pivot,unknown,1.0,49.7,C
119,RISHABH.NS,2026-07-07,629.5999755859375,600.6333312988281,557.1152793036567,538.4150012207032,450.4233329264323,438.1664999389648,611.6192051389459,272.29998779296875,692.7999877929688,True,True,True,True,True,True,True,True,False,116.69248048103813,noise,90.59398610168171,False,False,False,False,,Electrical Equipment,Other Electrical Equipment,97.25829725829726,True,True,2434.15,15.07,239411.0,0.6192,63.6,50.0,53.8,0.0,70.45454545454545,extended,unknown,1.0,49.7,C
120,ANANDRATHI.NS,2026-07-07,2052.0,1977.633321126302,1842.1499938964844,1827.950400390625,1644.6802872721355,1609.0864599609374,1994.2355928678035,1027.4399377086893,2120.0,True,True,True,True,True,True,True,True,False,96.05128314578988,noise,65.77428652940421,False,False,False,False,,Capital Markets,Financial Products Distributor,96.44059644059644,True,True,34071.67,144.57,704548.0,0.4243,71.7,50.0,24.9,50.0,45.45454545454545,watch — approaching pivot,unknown,1.0,49.7,C
121,MANAPPURAM.NS,2026-07-07,342.1000061035156,324.8041712443034,318.44861178927954,314.6358294677734,295.0321303304036,291.4993217468262,328.36241057959256,244.06992220896325,347.8999938964844,True,True,True,True,True,True,True,True,False,25.350199912958814,noise,94.52939809495334,False,True,False,False,,Finance,Non Banking Financial Company (NBFC),81.2890812890813,True,True,32134.69,131.06,3830979.0,0.4078,26.3,50.0,53.8,80.1,52.27272727272727,actionable,unknown,1.0,49.7,C
122,SONACOMS.NS,2026-07-07,671.2000122070312,634.3595987955729,609.8771192762587,602.7499035644531,537.8615069580078,518.2214762878418,643.3723895572673,399.8350028638013,674.0,True,True,True,True,True,True,True,True,False,41.358031594595786,noise,98.41646099064572,False,False,True,False,,Auto Components,Auto Components & Equipments,88.31168831168831,True,True,41750.98,151.68,2259863.0,0.3633,52.7,50.0,56.2,18.9,65.9090909090909,actionable,unknown,1.0,49.6,C
123,DIAMONDYD.NS,2026-07-07,1225.0999755859375,1149.4499816894531,1115.7319437662761,1082.8239990234374,1067.0000032552084,1060.8567547607422,1170.991974257056,858.9000244140625,1228.9000244140625,True,True,True,True,True,True,True,True,False,19.991824406716518,ppv,72.72175341707032,False,False,True,False,,Food Products,Packaged Foods,78.25877825877826,True,True,2928.42,8.09,66076.0,0.2764,29.3,50.0,88.8,37.1,43.18181818181818,actionable,unknown,1.0,49.6,C
124,ADANIPORTS.NS,2026-07-07,1833.9000244140625,1825.5583190917969,1809.893263075087,1785.7750463867187,1572.7115901692707,1540.336110229492,1838.2969354145494,1285.0840970824604,1891.0999755859375,True,True,True,True,True,True,True,False,False,28.6862503072971,noise,71.38520116024554,False,False,False,False,,Transport Infrastructure,Port & Port services,82.87638287638288,True,True,422523.06,526.92,2873213.0,0.1247,30.0,50.0,56.2,100.0,22.727272727272727,actionable,unknown,1.0,49.6,C
125,SKMEGGPROD.NS,2026-07-07,310.54998779296875,290.7024981180827,244.28499857584634,224.2931994628906,195.69506591796875,193.36479949951172,298.1984256982414,130.93602181563585,324.3999938964844,True,True,True,True,True,True,True,True,False,130.7287688750555,noise,21.464291617733235,False,False,False,False,,Food Products,Meat Products including Poultry,97.83549783549783,True,True,1637.39,30.01,966387.0,1.8329,74.9,50.0,58.8,0.0,43.18181818181818,extended,unknown,1.0,49.5,C
126,ACCENTMIC.NS,2026-07-06,509.3999938964844,476.78749593098956,458.96944342719183,455.0770007324219,386.0236680094401,358.0663995361328,485.831250005815,229.11248687514686,510.0,True,True,True,True,True,True,True,True,False,92.24558527841833,noise,41.2609341475491,False,False,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.1038961038961,True,True,638.24,1.57,54695.0,0.2459,70.9,50.0,53.8,0.0,56.81818181818182,extended,unknown,1.0,49.5,C
127,PARACABLES.NS,2026-07-07,68.41000366210938,70.30666605631511,66.33305539025201,61.57519996643067,44.375733388264976,44.06250003814697,70.17060611147019,28.299999237060547,75.69999694824219,True,True,True,True,True,True,True,False,False,15.57696443540706,noise,51.996475368233504,False,False,False,False,,Industrial Products,Cables - Electricals,75.46897546897547,True,True,2087.94,26.38,3855851.0,1.2633,12.8,50.0,66.8,100.0,34.090909090909086,actionable,unknown,1.0,49.2,C
128,CEIGALL.NS,2026-07-07,379.04998779296875,379.9458363850911,363.3527789645725,359.37,302.39413380940755,290.8070500183105,376.8619670864764,222.61000061035156,405.70001220703125,True,True,True,True,True,True,True,True,False,38.51635163432703,green,119.42855741868594,False,False,False,False,,Construction,Civil Construction,87.44588744588745,True,True,6603.24,25.04,660551.0,0.3792,40.7,50.0,57.2,32.6,68.18181818181817,actionable,unknown,1.0,49.2,C
129,DBSTOCKBRO.NS,2026-07-07,42.13999938964844,33.350833098093666,32.061666594611275,30.76379985809326,27.165533332824708,26.76259998321533,35.17584761613936,23.149999618530273,43.22999954223633,True,True,True,True,True,True,True,True,False,33.396641931311535,ppv,1672.000674196891,True,False,True,False,,Capital Markets,Stockbroking & Allied,85.52188552188552,True,True,147.49,0.09,22129.0,0.0632,46.2,50.0,91.2,0.0,45.45454545454545,extended,unknown,1.0,49.1,C
130,GOLDIAM.NS,2026-07-07,450.25,460.1458333333333,439.34583452012805,426.9070013427734,373.7538564046224,372.99385498046877,459.1337740609112,265.0,507.45001220703125,True,True,True,True,True,True,True,False,False,32.63988742801753,noise,51.26116560897878,False,False,False,False,,Consumer Durables,"Gems, Jewellery And Watches",84.8965848965849,True,True,5084.13,40.81,906422.0,0.8027,34.8,50.0,73.8,8.8,77.27272727272727,actionable,unknown,1.0,48.9,C
131,EMCURE.NS,2026-07-07,1843.5,1841.5499877929688,1764.2777676052517,1742.2839916992189,1578.4353304036458,1523.4489990234374,1833.3678144326182,1226.3641410232713,1944.0,True,True,True,True,True,True,True,True,False,44.34380659206554,noise,51.801562222986995,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,89.12938912938912,True,True,34967.54,45.45,246535.0,0.13,44.6,50.0,46.5,49.4,56.81818181818182,actionable,unknown,1.0,48.9,C
132,ASIANPAINT.NS,2026-07-07,2731.39990234375,2687.3082885742188,2666.4046223958335,2621.6204443359375,2545.637919921875,2543.6809228515626,2710.242807700812,2096.8080953222207,2960.0187763517797,True,True,True,True,True,True,True,True,False,13.513402728364543,noise,39.47048384786907,False,True,False,False,,Consumer Durables,Paints,73.92977392977393,True,True,261844.09,357.23,1307855.0,0.1364,9.2,50.0,39.0,97.2,77.27272727272727,actionable,unknown,1.0,48.8,C
133,DBOL.NS,2026-07-07,113.29000091552734,112.53416633605957,110.75138918558757,112.71279998779296,100.46920003255208,94.94894996643066,112.68386682616472,69.0,130.72999572753906,True,True,True,True,True,True,True,True,False,38.604518617522984,noise,86.69358693449274,False,False,False,False,,Agricultural Food & other Products,Sugar,87.54208754208754,True,True,745.32,0.91,80662.0,0.1226,40.9,50.0,53.8,63.2,38.63636363636363,actionable,unknown,1.0,48.8,C
134,BBOX.NS,2026-07-07,955.2000122070312,971.9416758219401,995.3666703965929,928.1720031738281,656.5800012207031,626.9412501525879,976.203580739097,435.04998779296875,1103.0,True,True,True,True,True,True,True,False,False,74.2448765594502,noise,27.108909601710224,False,False,False,False,,IT - Services,IT Enabled Services,94.61279461279462,True,True,16964.28,101.98,1067663.0,0.6012,57.4,50.0,66.8,50.0,6.8181818181818175,watch — approaching pivot,unknown,1.0,48.7,C
135,SANSTAR.NS,2026-07-07,121.2699966430664,121.64166641235352,116.91027726067438,110.89259933471679,95.73459971110026,95.3937998199463,119.8884646682543,74.30000305175781,137.49000549316406,True,True,True,True,True,True,True,True,False,21.64709968218128,noise,61.37717985368405,False,False,False,False,,Agricultural Food & other Products,Other Agricultural Products,78.93217893217893,True,True,2428.65,12.6,1039401.0,0.519,20.8,50.0,56.2,93.2,38.63636363636363,actionable,unknown,1.0,48.7,C
136,KERNEX.NS,2026-07-07,2190.199951171875,2159.0083211263022,1890.249993218316,1754.6499951171875,1335.7023323567707,1306.1477499389648,2217.3903276614733,850.0,2445.0,True,True,True,True,True,True,True,False,False,82.54707968307709,red,105.26466832566818,False,False,False,False,,Transport Services,Transport Related Services,95.33429533429533,True,True,3680.33,69.51,317377.0,1.8887,59.1,50.0,87.8,0.0,25.0,extended,unknown,1.0,48.6,C
137,MAHICKRA.NS,2026-07-06,258.79998779296875,253.12083307902017,244.17582575480142,242.0851431274414,199.0556905110677,188.7498402404785,255.07591032539045,111.9299995022964,287.0,True,True,True,True,True,True,True,True,False,106.67345516438527,red,284.09090909090907,False,False,False,False,,Chemicals & Petrochemicals,Dyes And Pigments,97.01779701779701,True,True,88.41,0.05,4652.0,0.0573,63.0,50.0,53.8,27.1,36.36363636363637,actionable,unknown,1.0,48.5,C
138,MSPL.NS,2026-07-07,41.16999816894531,42.25916703542074,41.88083351982964,41.094000091552736,35.825266647338864,35.75199998855591,42.05057846404725,26.25,46.119998931884766,True,True,True,True,True,True,True,False,False,53.39045430286906,noise,22.353577349070374,False,False,False,False,,Industrial Products,Iron & Steel Products,91.43819143819144,True,True,2333.5,9.4,2282003.0,0.4026,50.0,50.0,53.8,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,48.4,C
139,SHIVAUM.NS,2026-07-07,440.8999938964844,401.37916310628253,360.1222220526801,354.5760009765625,322.6183329264323,316.02949981689454,407.8105953952372,275.0,451.0,True,True,True,True,True,True,True,True,False,45.99337546241205,ppv,4839.840855014238,True,True,True,False,,Commercial Services & Supplies,Trading & Distributors,89.75468975468975,True,True,599.64,0.01,130.0,0.001,56.1,50.0,85.0,0.0,31.818181818181817,extended,unknown,1.0,48.3,C
140,J&KBANK.NS,2026-07-07,163.7100067138672,160.56749979654947,152.56611124674478,147.2220001220703,122.55040013631185,118.31350009918214,161.39257956779988,97.3499984741211,167.14999389648438,True,True,True,True,True,True,True,True,False,48.231092085478025,noise,69.99806368484846,False,False,False,False,,Banks,Private Sector Bank,90.23569023569024,True,True,18027.46,73.0,4459056.0,0.4049,57.2,50.0,71.2,0.0,47.72727272727273,extended,unknown,1.0,48.2,C
141,SBCL.NS,2026-07-07,723.75,755.25,730.0958302815756,694.727998046875,532.7264556884766,522.5423406982422,749.8646789552756,368.6000061035156,814.0,True,True,True,True,True,True,True,False,False,32.68275303911907,noise,94.30396088877659,False,False,False,False,,Industrial Products,Iron & Steel Products,84.992784992785,True,True,4169.1,43.81,605321.0,1.0508,35.0,50.0,71.2,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,48.1,C
142,KTKBANK.NS,2026-07-07,265.75,267.94583384195965,267.88611178927954,265.38699981689456,229.13199981689453,216.81049964904784,267.4426517384597,164.46822856250571,282.95001220703125,True,True,True,True,True,True,True,False,False,40.90982275299613,noise,82.03835552208847,False,False,False,False,,Banks,Private Sector Bank,88.16738816738817,True,True,10050.18,72.74,2737046.0,0.7237,42.4,50.0,51.7,50.0,47.72727272727273,watch — approaching pivot,unknown,1.0,48.1,C
143,MAYURUNIQ.NS,2026-07-07,855.25,834.4208272298177,783.6611107720269,729.5250012207031,591.8440002441406,572.566499633789,849.2317998233025,471.20001220703125,907.0,True,True,True,True,True,True,True,True,False,56.21640212377541,dry,19.561993046822465,False,False,False,False,,Consumer Durables,Leather And Leather Products,92.11159211159212,True,True,3716.28,23.75,277739.0,0.6392,51.6,50.0,53.8,0.7,77.27272727272727,actionable,unknown,1.0,47.9,C
144,SONAMLTD.NS,2026-07-07,53.95000076293945,53.10583337148031,55.0005554623074,53.80520004272461,49.012799936930335,47.375499954223635,53.55156227136422,37.400001525878906,63.0,True,True,True,True,True,True,True,True,False,8.551307715812273,noise,46.57087421705522,False,False,False,False,,Consumer Durables,Consumer Electronics,70.46657046657046,True,True,215.97,0.26,48811.0,0.1219,1.1,50.0,80.2,50.0,77.27272727272727,watch — approaching pivot,unknown,1.0,47.9,C
145,FCL.NS,2026-07-07,37.25,40.193333307902016,39.654444482591416,35.768400039672855,27.416333312988282,26.80349429130554,39.17550869893376,19.100000381469727,47.18000030517578,True,True,True,True,True,True,True,False,False,35.35309109389899,noise,33.78388747486823,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,86.24338624338624,True,True,4337.77,80.28,21550728.0,1.8506,37.9,50.0,64.2,50.0,36.36363636363637,watch — approaching pivot,unknown,1.0,47.8,C
146,HAPPYFORGE.NS,2026-07-07,1495.699951171875,1526.4083455403645,1435.5944485134548,1419.71400390625,1260.597333577474,1192.2139993286132,1509.0669106447767,862.0499877929688,1590.4000244140625,True,True,True,True,True,True,True,False,False,52.833127918062075,noise,38.732992004886654,False,True,False,False,,Industrial Products,Castings & Forgings,91.29389129389129,True,True,14116.23,17.18,114893.0,0.1217,49.7,50.0,46.6,55.5,34.090909090909086,actionable,unknown,1.0,47.7,C
147,IDEAFORGE.NS,2026-07-07,840.4500122070312,838.7125040690104,854.6000010172526,826.4650012207031,569.458666788737,549.0192503356934,844.2144154071768,366.0,992.25,True,True,True,True,True,True,True,False,False,47.31814412042616,dry,9.79415871766123,False,False,False,False,,Aerospace & Defense,Aerospace & Defense,90.09139009139008,True,True,3647.24,115.69,1376482.0,3.1719,46.9,50.0,37.8,50.0,54.54545454545454,watch — approaching pivot,unknown,1.0,47.5,C
